income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,income_am_missing,profit_last_am_missing,profit_am_missing,damage_am_missing,damage_inc_missing,crd_lim_rec_missing,credit_use_ic_missing,gluten_ic_missing,lactose_ic_missing,insurance_ic_missing,spa_ic_missing,empl_ic_missing,cab_requests_missing,married_cd_missing,bar_no_missing,sport_ic_missing,neighbor_income_missing,age_missing,marketing_permit_missing,urban_ic_missing,dining_ic_missing,presidential_missing,client_segment_missing,sect_empl_missing,prev_stay_missing,prev_all_in_stay_missing,divorce_missing,fam_adult_size_missing,children_no_missing,tenure_mts_missing,company_ic_missing,claims_no_missing,claims_am_missing,nights_booked_missing,gender_missing,shop_am_missing,shop_use_missing,retired_missing,gold_status_missing,score1_pos_missing,score1_neg_missing,score2_pos_missing,score2_neg_missing,score3_pos_missing,score3_neg_missing,score4_pos_missing,score4_neg_missing,score5_pos_missing,score5_neg_missing,outcome_damage_inc,outcome_damage_inc_proba,outcome_profit,outcome_damage_amount
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1,8.0,0.0,33990.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,176.8,0.0,2.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.7007627376892445,0.5247737101480123,0.6482299572775749,0.6126198955526119,0.4537066773477693,0.3682792611427668,0.4409945025986711,0.5026296892558394,0.5301873376646735,0.2792207792207792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0.0,0.3514824476410355,1660.949477088456,186.84453412889206
18300.0,1464.0,21087.0,91.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,3.0,1.0,34923.0,50.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,2.0,252.0,0.0,1.0,0.0,60.0,1,0.0,0.0,0.0,0.0,0.4301186715293889,0.425174798337611,0.488406887985873,0.2162106467819223,0.3147279151250651,0.3781535657452208,0.197474617115464,0.8086541718238858,0.5287386684995561,0.3506493506493506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0.0,0.1649486591366734,3197.8085482739675,167.58235833525274
1419.0,281.0,2522.0,0.0,0.0,15000.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0,17.0,0.0,26018.0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,287.0,0.0,0.0,0.0,40.0,1,0.0,0.0,0.0,0.0,0.478931777265678,0.7819672064171207,0.390533259143916,0.4337985274391799,0.5570086312506493,0.4494233713944623,0.6086923860271427,0.7814960235159293,0.3883205195190956,0.5311688311688311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0.0,0.3831385572645674,1170.2279168740006,270.3174720865529
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,5.0,0.0,33056.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,165.8,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.6709443447453365,0.7468280675791433,0.7710108519500204,0.7653828197973326,0.7539246311106191,0.4556509009841097,0.500686186206646,0.4720062237198085,0.5301873376646735,0.577922077922078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1.0,0.5143903715332288,1592.3145782613003,392.27454785037946
324.0,835.5,1671.0,0.0,0.0,750.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1,7.0,0.0,39218.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,0.0,11.0,1,0.0,0.0,0.0,0.0,0.5287721684685178,0.5493860449354064,0.5846772984817401,0.7105688688200503,0.5789334116253461,0.2108889717956519,0.1908642689760367,0.3840173107426203,0.433626577234662,0.2922077922077922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0.0,0.2430638521813273,1945.784614725459,202.13624319549334
270.0,16.0,1628.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1,4.0,0.0,28047.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,79.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.5749914362440656,0.5668764317883129,0.0983704397882869,0.0917433124831441,0.0663448354970545,0.7852496185209663,0.6049355043134107,0.842049405235694,0.6581848600194478,0.5844155844155844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.1140309970805225,2799.92062492016,68.57934405674386
245.0,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,5.0,0.0,27191.0,32.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,268.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.4996971672790103,0.5063455401734742,0.6035717928725107,0.4098722803349061,0.5925416162366074,0.2508778011527501,0.6238926449345132,0.4737975371688406,0.3839436868896243,0.435064935064935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.1728120276946416,2179.533605364215,109.47874175746414
855.0,261.0,1763.0,0.0,0.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,4.0,0.0,36560.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.5990626581799434,0.2712522291781121,0.7230690139712797,0.6170883157677641,0.4055087397762989,0.4618473640088053,0.6256255643294166,0.3601836144791948,0.8305455877047759,0.6753246753246753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0.0,0.30922528011578,3443.904235748157,231.45494381863412
4887.0,0.0,8581.0,348.0,1.0,4000.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0,7.0,0.0,34206.0,55.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,246.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,1.0,0.4685175071592864,0.3079695384619322,0.2090093338855739,0.6381128189577876,0.1963332968591951,0.5903013225287012,0.4711749267058354,0.4961251579830611,0.4059864310709073,0.312987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2062146753635788,4123.908201953759,238.67876123870067
286.0,2.0,1716.0,1687.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,3.0,0.0,29807.0,38.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,288.0,0.0,0.0,0.0,63.0,0,0.0,0.0,0.0,0.0,0.7204953514050076,0.4787291902680716,0.3989583076608108,0.4023709602798058,0.6129736990530912,0.3182178420054681,0.4733125186424515,0.5027560983600162,0.4828716340546897,0.3441558441558441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2511256488504977,1557.6851010270386,138.09099430689562
227.0,0.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,0.0,0.0,29021.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,240.4,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.6701734919329045,0.5720728070407907,0.3464944808377254,0.8296370349473684,0.5678249954428667,0.3617364792814839,0.523694497695962,0.2155206337531052,0.5440783804655385,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.2524383686488949,1358.9293671426651,122.39978979825062
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,9.0,0.0,32306.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,212.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.5138385600547746,0.4509884826069147,0.7402170086195182,0.6384251011507169,0.7379257374612909,0.311428883659633,0.5310171521923582,0.5467542640740227,0.386287093256738,0.3831168831168831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.3218906109063417,1820.8113521613548,173.03216763113383
2025.0,0.0,4366.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1,6.0,0.0,40170.0,58.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,364.0,0.0,0.0,0.0,70.0,0,3091.380517667,1.0,0.0,0.0,0.2159526432669,0.4303850580760873,0.3936845165721827,0.9179481275072614,0.487825445497558,0.8318404333074602,0.9970181228477308,0.3853101741632899,0.7114612449456524,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0.0,0.3073385102059916,1443.1717466382677,173.96275913401632
564.0,867.5,1735.0,0.0,0.0,8000.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1,9.0,0.0,32948.0,61.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,551.0,0.0,0.0,0.0,62.0,1,0.0,0.0,1.0,0.0,0.5691235822245526,0.4994709248589205,0.638353564698974,0.5987516181795665,0.5320970528154522,0.5414963690935061,0.5199350867625844,0.339414535421791,0.5038637711678818,0.7883116883116883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.3238125039211995,1490.3063283290633,261.2666148449487
1833.0,8.0,2915.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,4.0,0.0,26429.0,60.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,563.0,0.0,0.0,0.0,64.0,1,0.0,0.0,0.0,0.0,0.6807187038027174,0.9661915741041986,0.5542200076870945,0.4215702456077654,0.6446975827756224,0.6208646463256434,0.5062932787010421,0.2808965625118822,0.7212368043193927,0.4350649350649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.1736156815304077,915.7300420224682,97.0158193625088
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0.0,23758.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,165.8,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.5621796544698983,0.6000160522618093,0.6458091079288997,0.4707999230977154,0.3678110935493248,0.4814295470808529,0.674020374178955,0.7437887783619044,0.40746832483924,0.4025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2275401436031118,2064.1133254207084,96.70970561528813
2787.0,1076.0,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,9.0,0.0,42801.0,55.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,125.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.5185224597600184,0.4451204739607413,0.5190228617184465,0.3706548847885254,0.9717057994230456,0.9232440078783052,0.5359430960144197,0.6506554723653168,0.4082002104947341,0.5558441558441559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0.0,0.3186156250226601,2886.2653457499846,139.3357654229655
318.0,0.0,1734.0,25.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,1.0,0.0,31830.0,47.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,341.0,0.0,0.0,0.0,52.0,1,0.0,0.0,0.0,0.0,0.1144338662804002,0.016512049411499,0.3765619449039057,0.5662288702163583,0.6758474091492812,0.2296275119611201,0.7892685686979308,0.6649837656400803,0.9291171929364548,0.4935064935064935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.0784651871788492,1331.4286763716716,32.40615839363477
1866.0,56.0,7135.0,0.0,0.0,2500.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1,0.0,1.0,22823.0,52.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,411.0,0.0,0.0,0.0,50.0,0,0.0,0.0,0.0,0.0,0.4417219376390071,0.6632442806327428,0.5267221843806722,0.510468781841343,0.5820041321407641,0.2972050736057505,0.4905294102502697,0.5847782626573835,0.4863328904853551,0.4038961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.1647041580358702,1398.584832075751,109.58691450117291
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,0.0,0.0,32399.0,36.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,242.0,0.0,0.0,0.0,26.0,0,0.0,0.0,0.0,0.0,0.5138385600547746,0.4509884826069147,0.7402170086195182,0.6384251011507169,0.7379257374612909,0.3684813257612744,0.5310171521923581,0.5467542640740227,0.2498214333045613,0.6038961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.2092457840108245,1090.634445911999,111.79208375633456
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,6.0,0.0,33268.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.7080084394303064,0.4826580240691396,0.7710108519500204,0.731281890861433,0.62517263182968,0.4053668953937685,0.500686186206646,0.4720062237198085,0.5301873376646735,0.3779220779220779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.4501476902036067,1360.8551264601674,188.0507770008334
270.0,0.0,1636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,3.0,0.0,28936.0,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,477.0,0.0,2.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.6701734919329045,0.4909217322547968,0.3464944808377254,0.5572994322100308,0.5678249954428667,0.2608715730536005,0.6102187588192087,0.0210921239296316,0.5340044750611137,0.348051948051948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0.0,0.1451780188286576,2929.484538847018,106.61655981254283
976.0,2459.0,4918.0,0.0,3.0,12500.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1,11.0,1.0,30790.0,35.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,253.0,0.0,0.0,0.0,154.0,1,0.0,0.0,0.0,0.0,0.2899033175712623,0.9161277696215954,0.4099058203126356,0.4784528837870758,0.5095443571651035,0.4186769738970917,0.4702985001271809,0.582312266201608,0.5248226732051349,0.5363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.0,0.3627649314601022,1024.7388027757256,325.1867692519146
433.0,0.0,6071.0,0.0,2.0,15000.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1,5.0,1.0,28832.0,27.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,207.0,0.0,0.0,0.0,28.0,0,1017.1537849042984,1.0,0.0,0.0,0.4066028511298137,0.4896542023548438,0.3259137433001915,0.4799837207334942,0.4141860636002697,0.3902564547553099,0.6366932613005919,0.9039892062438444,0.1308480100052313,0.1363636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.0,0.1698947361589472,1140.949276896485,131.12416145553456
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,5.0,0.0,38595.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,165.8,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.5287721684685179,0.9318244743646006,0.5846772984817401,0.7105688688200503,0.578933411625346,0.3045451346353187,0.5532828820336156,0.6733996943092924,0.4924961422946867,0.922077922077922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0.0,0.288333940664093,1887.393908811362,156.98514241040212
248.0,9.0,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,3.0,0.0,43621.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,304.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.4403675086070873,0.3068820608302857,0.6503502072009899,0.5623029804057031,0.5208205506969628,0.2356612561342102,0.634960012763262,0.7287999564656864,0.4082002104947341,0.4350649350649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.1450801489736647,1794.256819810087,53.906965888000414
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,4.0,0.0,16926.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,296.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.5563240894826038,0.403864176634879,0.7815320751604552,0.6086554098142642,0.511998555340768,0.3125657175321996,0.6573692747449986,0.5931102259279035,0.4333230015850843,0.4350649350649351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0980304917022641,2207.8404719474293,47.55756417366629
3211.0,3115.0,3115.0,0.0,0.0,5000.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1,12.0,0.0,27951.0,58.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,473.0,0.0,0.0,0.0,34.0,0,6275.166296603781,1.0,1.0,0.0,0.4805555961661761,0.674538882330781,0.6198375369407916,0.7364513305001019,0.7971121513320616,0.4732004120329774,0.4752035394769704,0.4141540479784683,0.5143854163607892,0.3948051948051948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0.0,0.4923812502943095,1632.360226114563,341.1555100817854
4014.0,3158.0,3158.0,42.0,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,6.0,1.0,21641.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,469.0,0.0,0.0,0.0,68.0,0,1567.619335825551,1.0,0.0,0.0,0.715451495206801,0.8885569547760439,0.465806336822098,0.4310109873704162,0.4973626771736898,0.4377302139657158,0.4583816060323747,0.9421292562228396,0.3883205195190955,0.5311688311688311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0.0,0.172182151403765,1700.8091039058734,131.21263963652044
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,3.0,0.0,20222.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,40.0,1,0.0,0.0,0.0,0.0,0.5540528132340329,0.5513130922153877,0.6874630615085279,0.5934858281503466,0.511998555340768,0.3125657175321996,0.6573692747449986,0.6739558870234131,0.4082002104947341,0.435064935064935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.1132619671554829,888.1817488693661,42.40049215678121
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,35859.0,58.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,237.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.5168801125751091,0.59021491284913,0.7756658667329128,0.5731635053413673,0.6358513253562073,0.3948031982129667,0.2506891720985219,0.5587575223638697,0.3575012150546365,0.3155844155844156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.2544994756795998,2152.375460447543,120.97456149299401
2935.0,981.0,2019.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,7.0,1.0,32858.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,295.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0323387424408507,0.1004541015111308,0.5848271640625745,0.4261707214395369,0.1754811094149031,0.252780503405765,0.1186417662321028,0.6426157429132342,0.4045419500488291,0.5558441558441558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0,0.3218424777833931,2089.9931180247104,182.36922625075576
1650.0,552.0,1807.0,0.0,0.0,5000.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1,7.0,1.0,31897.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,162.0,0.0,0.0,0.0,43.0,0,0.0,1.0,0.0,0.0,0.4203311564209533,0.4053703895835916,0.5031018175457354,0.6324039704338451,0.7598727038725548,0.5940792968904451,0.6520335037139684,0.4168720086236604,0.6207289129237937,0.6493506493506493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0,0.4032442612598024,1313.1970190753063,295.36106252451225
2113.0,2259.5,4519.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1,9.0,0.0,31177.0,57.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.3645368375700491,0.8067838961539954,0.3731008021854195,0.4058366070193716,0.9626362414415488,0.4774161695941687,0.3796543967792479,0.5681390238677768,0.4033675883522276,0.5493506493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0.0,0.160690352794502,4661.255234430606,107.13812153483065
556.0,110.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,1.0,0.0,25482.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,264.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.6725844007522914,0.558634230173946,0.6458091079288997,0.3851305944144454,0.0343371787065854,0.4479005340075694,0.778504255630015,0.7437887783619044,0.373290452368578,0.409090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0.0,0.1523003993496234,1680.838896801817,69.33548527240256
