income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,score1_pos,score1_neg,score2_pos,score2_neg,score3_pos,score3_neg,score4_pos,score4_neg,score5_pos,score5_neg,outcome_profit,outcome_damage_inc,outcome_damage_amount,income_am_missing,profit_last_am_missing,profit_am_missing,damage_am_missing,damage_inc_missing,crd_lim_rec_missing,credit_use_ic_missing,gluten_ic_missing,lactose_ic_missing,insurance_ic_missing,spa_ic_missing,empl_ic_missing,cab_requests_missing,married_cd_missing,bar_no_missing,sport_ic_missing,neighbor_income_missing,age_missing,marketing_permit_missing,urban_ic_missing,dining_ic_missing,presidential_missing,client_segment_missing,sect_empl_missing,prev_stay_missing,prev_all_in_stay_missing,divorce_missing,fam_adult_size_missing,children_no_missing,tenure_mts_missing,company_ic_missing,claims_no_missing,claims_am_missing,nights_booked_missing,gender_missing,shop_am_missing,shop_use_missing,retired_missing,gold_status_missing,score1_pos_missing,score1_neg_missing,score2_pos_missing,score2_neg_missing,score3_pos_missing,score3_neg_missing,score4_pos_missing,score4_neg_missing,score5_pos_missing,score5_neg_missing
1690.0,175.0,2245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,5.0,0.0,28124.0,77.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,378.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0,0.5244580952457378,0.4777477600609853,0.6561723849578336,0.5514639920045303,0.4217589330588087,0.5501534300093824,0.2695444779591026,0.5038624268394225,0.0226629255195116,0.2491627595445412,2408.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,6.0,0.0,31605.0,55.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.35004581349132974,0.5020068764101092,0.4888918292598759,0.4770713973846557,0.9608635587961912,0.7133547843891519,0.5414677775178186,0.5650595706638284,0.4631976051226809,0.03750837240455459,1725.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
487.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,4.0,0.0,29698.4,51.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,263.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0,0.37234836513085,0.5870476531373967,0.5318703531445731,0.6427781034219066,0.4666581440670135,0.4250070724400169,0.26440814008854524,0.4140004260821682,0.5668170489675355,0.5949095780308105,2714.79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1
512.0,0.0,2336.0,46.0,1.0,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1,9.0,1.0,35969.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,243.0,0.0,0.0,0.0,62.0,0,1408.1994278498544,1.0,0.0,0.0,0.46310677431211894,0.6449448835210216,0.7169481211724232,0.8721730430649274,0.316667633428338,0.3667285695117945,0.4018961644478062,0.23668793487143666,0.374245232305839,0.3714668452779638,1584.98,1.0,1061.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
227.0,0.0,1727.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1,9.0,0.0,29907.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,324.0,0.0,0.0,0.0,59.0,0,0.0,0.0,0.0,0.0,0.428709962909453,0.7498315499159179,0.7819909767450604,0.613066697829703,0.2210305577272564,0.4602444002308728,0.6316281095025961,0.6566110571666883,0.47063835711473356,0.619959812458138,1514.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
751.0,207.0,1721.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,11.0,0.0,35995.0,18.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,240.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.32563277360399123,0.36356928168009073,0.8279941120358645,0.6859032651563312,0.5043278959190632,0.6449868702316051,0.3095668665609451,0.27995393759711756,0.43146684479079545,0.42129939718687204,3134.67,1.0,1301.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2245.0,195.0,2502.0,0.0,0.0,1500.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1,7.0,1.0,35155.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,458.0,0.0,0.0,0.0,3.0,0,0.0,0.0,1.0,0.0,0.5447116485144035,0.5692621796461339,0.46222489899241087,0.4249983850539766,0.23942742931257496,0.47589309596994933,0.4370616957630545,0.40774493826672076,0.5233861924892905,0.5055592766242465,2435.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
968.0,116.0,1927.0,0.0,0.0,5000.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1,9.0,1.0,31146.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,98.0,0.0,0.0,0.0,28.0,0,672.3828410401513,1.0,0.0,0.0,0.5356924307653336,0.1529883864074306,0.6440260502289951,0.4405728150350692,0.5560624582384871,0.3878396990473395,0.3654688546013123,0.434394968328499,0.42884260335924934,0.1319490957803081,1262.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
710.0,1143.0,2286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,1.0,27536.0,46.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,294.4,0.0,4.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.4561697711541347,0.5491355947160897,0.554140773074312,0.9558205159659756,0.5144874809831415,0.5960194010560029,0.5249773150633461,0.6069241972911931,0.5593358915207007,0.45773610180843943,1630.49,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
530.0,107.0,1695.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,33031.0,66.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,350.0,0.0,0.0,0.0,29.0,0,0.0,0.0,1.0,0.0,0.6351997085780756,0.45735628834503494,0.6005762746049936,0.5462421531083516,0.1826727826415598,0.8377229168109815,0.6742687170778491,0.2678755101201727,0.39897049373410554,0.44099129269926324,1684.44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
529.0,17.0,2240.0,0.0,0.0,8000.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1,8.0,0.0,35868.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,254.0,0.0,0.0,0.0,17.0,0,0.0,0.0,0.0,0.0,0.6304644368229264,0.4781755961381527,0.7061499222757966,0.44684845178180205,0.956507506800122,0.1769760580571257,0.5980396523881345,0.7201863460751557,0.7254143488092925,0.6021433355659745,1174.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
238.0,831.5,1663.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1,8.0,0.0,17481.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.506556734693185,0.5834594209765795,0.38486283197602095,0.3321927458754753,0.7072523646047949,0.6701498539480784,0.43955765900247473,0.3764614938577727,0.6645311031270075,0.275284661754856,1103.69,1.0,576.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1,7.0,0.0,31790.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,85.6,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.4016252435757098,0.6693224457546656,0.4010730983783871,0.5899272544585854,0.7807381677013537,0.6938996139890122,0.5933927736085131,0.5116118118132366,0.4547714366006221,0.7180174146014735,1583.36,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
227.0,893.5,1787.0,1187.0,1.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,4.0,1.0,33699.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,611.0,0.0,0.0,0.0,17.0,0,0.0,0.0,0.0,0.0,0.5274336843936154,0.5882994920503963,0.1998090278943884,0.6007560242866024,0.6530372061058991,0.7226151419339086,0.3741157888786898,0.40532039784019264,0.1529888562243347,0.3422638981915606,2250.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
227.0,0.0,6395.0,939.0,3.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1,9.0,1.0,30495.0,39.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,245.0,0.0,0.0,0.0,77.0,0,0.0,0.0,0.0,0.0,0.7401242840135904,0.6788533168310822,0.3800275317828185,0.5344492352278053,0.1594024936414166,0.7234465602597165,0.101492015667851,0.3602826734851687,0.3629023302190254,0.5117213663764233,1518.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
229.0,827.0,1654.0,0.0,0.0,6500.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1,8.0,0.0,41980.0,48.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,26.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.598086025864505,0.6047028538479793,0.5436691587310774,0.48187118215789126,0.4439225739190774,0.49620173194133876,0.513072514554628,0.39304858767222084,0.0014498498385487,0.2056262558606832,2186.97,1.0,570.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0,1.0,34628.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,158.4,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.38863387431162566,0.4536309534711783,0.46070366918364103,0.0526417913430242,0.5627697523072097,0.73079095419918,0.463405358065249,0.48452671957560567,0.47899762333671914,0.4660415271265907,1416.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
10883.0,2466.0,7376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1.0,0.0,33181.0,81.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,623.0,0.0,1.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.6073556587293514,0.6515109967768534,0.562590875773457,0.6151899149146546,0.2091011909552479,0.2498179212489998,0.7110187039610107,0.6502920044386599,0.7232040266954712,0.393436034829203,3634.74,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
128336.0,39328.0,39328.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0,0.0,0.0,30674.0,46.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,3.0,0.0,302.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.4544041942211351,0.2865409186890176,0.0870861957463971,0.2983369879963303,0.2534727101900563,0.3489725154092688,0.9038029107804634,0.3752783660376425,0.9766961710028436,0.8131279303415941,16674.44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
1112.0,1279.0,2558.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,9.0,0.0,31933.0,56.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,467.0,0.0,0.0,0.0,28.0,1,4363.282748178663,1.0,0.0,0.0,0.7459066579139032,0.5518835102991823,0.2622376327192077,0.40363453102428865,0.4965077994842856,0.43285586311684215,0.3157333997495141,0.5140643882207778,0.7399993223958949,0.38780977896851976,1806.41,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
758.0,178.0,3856.0,397.0,1.0,12000.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1,5.0,1.0,35029.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,211.0,0.0,0.0,0.0,16.0,0,0.0,0.0,0.0,0.0,0.7428739945891396,0.4052404264533086,0.3850217702635991,0.379386454927264,0.530856616375432,0.5142257767726174,0.5454561729714451,0.5676485452562339,0.3138883957382843,0.43804420629604823,1340.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1,1.0,0.0,43169.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,169.4,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.43267281992311596,0.45480339761180905,0.7268830464856368,0.2203529688228739,0.4889877922085912,0.6832866804788481,0.4069081589196535,0.6636081397837331,0.7137515669632986,0.8111185532484929,3292.66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0
227.0,0.0,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1,7.0,1.0,23680.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,171.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.3849090712484771,0.6436794727747732,0.5047920571125085,0.6245077139545717,0.7255309368641469,0.5034087972198581,0.30175858432446845,0.5075483268756057,0.4410792752535505,0.5592766242464836,1840.13,1.0,659.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
546.0,38.0,1794.0,4188.0,3.0,8000.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,3.0,0.0,69337.0,42.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,99.0,0.0,0.0,0.0,25.0,1,0.0,0.0,0.0,0.0,0.48544906264208826,0.5746542715884432,0.5152146091636002,0.3417299069192995,0.30332311874576623,0.6021718730492422,0.44661707979451803,0.46974412678345934,0.4370059304293745,0.48265237776289355,1832.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
283.0,0.0,1642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2.0,0.0,28406.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,398.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.4249647488026233,0.4534656671239466,0.7740862880669466,0.5519638060802099,0.5375336755026734,0.4272480209886238,0.3383840716598564,0.3391082028294252,0.38718673887118243,0.5733422638981915,2627.27,1.0,664.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2817.0,533.0,2997.0,209.0,3.0,15000.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1,4.0,1.0,31289.0,37.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,497.0,0.0,0.0,0.0,26.0,0,0.0,0.0,0.0,0.0,0.26901953641458953,0.7903697895704997,0.3136977647344433,0.557499486056322,0.4998686839838783,0.5311551468388017,0.6576434099385594,0.6974645020378729,0.34622131585945976,0.5273945077026122,1713.54,1.0,1176.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4549.0,3997.0,7994.0,0.0,0.0,3500.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1,0.0,1.0,31440.0,23.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,316.0,0.0,0.0,0.0,58.0,1,81.23239992054083,1.0,0.0,0.0,0.520760171782098,0.41431881590953895,0.9273259365206578,0.8603358203501016,0.8406145741577707,0.0227001044889724,0.6482212324326231,0.3172000728165655,0.306285292216968,0.43335565974547896,1026.41,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
604.0,845.5,1691.0,0.0,0.0,750.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1,9.0,0.0,30170.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,222.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0.0,0.2978433039998522,0.5892094311344532,0.6980927244500412,0.4465851703669784,0.5050755513649674,0.3039546819256636,0.41695138623897854,0.35130261761926745,0.43144826227804967,0.3243134628265238,1824.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
2650.0,0.0,3438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1,3.0,1.0,29320.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,386.0,0.0,0.0,0.0,12.0,0,3179.083312801484,1.0,0.0,0.0,0.4734589431046161,0.5656867277874665,0.508681753048658,0.42975200184756523,0.45143952353583383,0.5171780789357101,0.6897328277203048,0.2990516701007544,0.654030418256518,0.9752176825184193,2572.68,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1284.0,78.0,2018.0,0.0,0.0,10000.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1,8.0,0.0,27439.0,59.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,527.0,0.0,0.0,0.0,32.0,1,0.0,0.0,1.0,0.0,0.6254289447427928,0.6598180211620581,0.4610392396889058,0.0140674622246222,0.314207714331695,0.35072880884635593,0.721172627485432,0.6093569226625843,0.6619095603201487,0.5785666443402545,1253.16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
611.0,879.5,1759.0,0.0,0.0,1500.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1,8.0,1.0,37757.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,208.0,0.0,0.0,0.0,2.0,1,16.753661676478504,1.0,0.0,0.0,0.5875668180242619,0.5059060265389582,0.9053696185116504,0.280587136680017,0.656248379791783,0.4963313768625418,0.5117702671987723,0.3698423328790702,0.5873475314526808,0.618620227729404,2059.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1069.0,13.0,4378.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,9.0,0.0,37359.0,46.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,333.0,0.0,0.0,0.0,84.0,1,3936.522685705537,1.0,0.0,0.0,0.6200811601681524,0.3659677111644021,0.6298708957401036,0.7487563482140887,0.6337470459656042,0.4047841053197695,0.6751278286039777,0.45438159958311986,0.5105795944947895,0.07032819825853985,1138.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
7117.0,0.0,19119.0,0.0,0.0,15000.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,1,15.0,0.0,37048.0,50.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,523.0,0.0,0.0,0.0,21.0,0,1262.2360501224384,1.0,0.0,1.0,0.3355305790137434,0.6473109515985274,0.5607927850315055,0.7522703188906354,0.6218516236108345,0.5575280249994968,0.0617520872966108,0.1706274447477901,0.273520296506705,0.38901540522438044,2523.33,1.0,949.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
569.0,0.0,1788.0,0.0,0.0,1500.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1,4.0,1.0,31323.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,350.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.38832133186772133,0.3556055875225297,0.6163720869624989,0.573468995891375,0.43654149678040577,0.4124456659935247,0.4808821360687802,0.25261616812791815,0.5126113788223833,0.7848626925653048,1327.72,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
373.0,1709.0,3418.0,590.0,2.0,4000.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1,21.0,1.0,37248.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,306.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.2691941032265183,0.5252809773580577,0.5751516241613531,0.6837735537842274,0.44620828743363716,0.41724172844747776,0.5095838080934392,0.3671040967679152,0.6866411928670041,0.44313462826523775,4511.4,1.0,672.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2301.0,326.0,2083.0,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1,16.0,0.0,35868.0,34.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,463.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.35417827297433013,0.5913220781591452,0.46317175767985097,0.6465977920684107,0.5266746655880659,0.6590415298626835,0.1930800416571831,0.4663648158969099,0.4938490125799444,0.624246483590087,2772.98,1.0,796.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
227.0,0.0,1895.0,0.0,0.0,9000.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1,3.0,0.0,38219.0,37.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,140.0,0.0,0.0,0.0,32.0,0,0.0,0.0,0.0,0.0,0.4949602492628703,0.3786692148839098,0.42422608575961085,0.43911767573886085,0.4663638511558082,0.700747230788392,0.528658131694551,0.40446339903607315,0.5254091834864922,0.6270596115204287,1678.29,1.0,797.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
